time,h_asl,pitch,vc,roll,deadline_met
89.5242,3575.0189,11.0854,249.971,-0.096224,0
89.5246,3575.5308,11.0854,249.969,-0.074296,0
89.5256,3575.5308,11.0854,249.969,-0.074296,0
89.5256,3575.5308,11.0854,249.969,-0.074296,0
89.5272,3575.5308,11.0854,249.969,-0.074296,0
89.5272,3575.5308,11.0854,249.969,-0.074296,0
89.5287,3575.5308,11.0854,249.969,-0.074296,0
89.5303,3575.5308,11.0854,249.969,-0.074296,0
89.533,3576.0427,11.0854,249.9673,-0.047933,0
89.5341,3576.0427,11.0854,249.9673,-0.047933,0
89.5341,3576.0427,11.0854,249.9673,-0.047933,0
89.5399,3576.0427,11.0854,249.9673,-0.047933,0
89.5413,3576.5546,11.0854,249.966,-0.017195,0
89.5481,3576.5546,11.0854,249.966,-0.017195,0
89.5481,3576.5546,11.0854,249.966,-0.017195,0
89.5496,3577.0666,11.0854,249.9651,0.016532,0
89.5511,3577.0666,11.0854,249.9651,0.016532,0
89.5542,3577.0666,11.0854,249.9651,0.016532,0
89.558,3577.5785,11.0854,249.9645,0.04941,0
89.5663,3578.0904,11.0854,249.9644,0.077627,0
89.5688,3578.0904,11.0854,249.9644,0.077627,0
89.5688,3578.0904,11.0854,249.9644,0.077627,0
89.5746,3578.6023,11.0854,249.9647,0.10069,0
89.5805,3578.6023,11.0854,249.9647,0.10069,0
89.5816,3578.6023,11.0854,249.9647,0.10069,0
89.5816,3578.6023,11.0854,249.9647,0.10069,0
89.583,3579.1143,11.0854,249.9653,0.11867,0
89.5844,3579.1143,11.0854,249.9653,0.11867,0
89.5872,3579.1143,11.0854,249.9653,0.11867,0
89.5913,3579.6262,11.0854,249.9664,0.13165,0
89.5996,3580.1381,11.0854,249.9679,0.1397,0
89.608,3580.6501,11.0854,249.969,0.14288,0
89.6163,3581.1621,11.0854,249.9684,0.14126,0
89.6246,3581.674,11.0854,249.9665,0.13492,0
89.633,3582.186,11.0854,249.9636,0.12393,0
89.6351,3582.186,11.0854,249.9636,0.12393,0
89.6351,3582.186,11.0854,249.9636,0.12393,0
89.6413,3582.6979,11.0853,249.9618,0.10834,0
89.6427,3582.6979,11.0853,249.9618,0.10834,0
89.6427,3582.6979,11.0853,249.9618,0.10834,0
89.6489,3582.6979,11.0853,249.9618,0.10834,0
89.6496,3583.2099,11.0853,249.9604,0.088233,0
89.6535,3583.2099,11.0853,249.9604,0.088233,0
89.658,3583.7218,11.0853,249.9594,0.06366,0
89.6657,3583.7218,11.0853,249.9594,0.06366,0
89.6657,3583.7218,11.0853,249.9594,0.06366,0
89.6663,3584.2338,11.0853,249.9588,0.03469,0
89.6669,3584.2338,11.0853,249.9588,0.03469,0
89.6681,3584.2338,11.0853,249.9588,0.03469,0
89.6695,3584.2338,11.0853,249.9588,0.03469,0
89.6695,3584.2338,11.0853,249.9588,0.03469,0
89.6718,3584.2338,11.0853,249.9588,0.03469,0
89.6742,3584.2338,11.0853,249.9588,0.03469,0
89.6746,3584.7457,11.0853,249.9585,0.0013825,0
89.677,3584.7457,11.0853,249.9585,0.0013825,0
89.683,3585.2577,11.0853,249.9587,-0.032719,0
89.6913,3585.7697,11.0853,249.9593,-0.063785,0
89.6921,3585.7697,11.0853,249.9593,-0.063785,0
89.6921,3585.7697,11.0853,249.9593,-0.063785,0
89.6996,3586.2816,11.0853,249.9602,-0.089658,0
89.7045,3586.2816,11.0853,249.9602,-0.089658,0
89.7045,3586.2816,11.0853,249.9602,-0.089658,0
89.708,3586.7936,11.0853,249.9616,-0.11041,0
89.7114,3586.7936,11.0853,249.9616,-0.11041,0
89.7163,3587.3056,11.0853,249.9634,-0.12612,0
89.7246,3587.8176,11.0853,249.9631,-0.13685,0
89.733,3588.3296,11.0853,249.9617,-0.14269,0
89.7413,3588.8415,11.0853,249.9591,-0.14369,0
89.7417,3588.8415,11.0853,249.9591,-0.14369,0
89.7417,3588.8415,11.0853,249.9591,-0.14369,0
89.7496,3589.3535,11.0853,249.9576,-0.13993,0
89.758,3589.8655,11.0853,249.9566,-0.13148,0
89.7663,3590.3775,11.0852,249.956,-0.1184,0
89.7746,3590.8895,11.0852,249.9557,-0.10076,0
89.7806,3590.8895,11.0852,249.9557,-0.10076,0
89.7806,3590.8895,11.0852,249.9557,-0.10076,0
89.783,3591.4015,11.0852,249.9559,-0.078625,0
89.7843,3591.4015,11.0852,249.9559,-0.078625,0
89.7843,3591.4015,11.0852,249.9559,-0.078625,0
89.7867,3591.4015,11.0852,249.9559,-0.078625,0
89.7891,3591.4015,11.0852,249.9559,-0.078625,0
89.7913,3591.9135,11.0852,249.9565,-0.052058,0
89.7983,3591.9135,11.0852,249.9565,-0.052058,0
89.7996,3592.4255,11.0852,249.9574,-0.02112,0
89.8064,3592.4255,11.0852,249.9574,-0.02112,0
89.8068,3592.4255,11.0852,249.9574,-0.02112,0
89.8068,3592.4255,11.0852,249.9574,-0.02112,0
89.808,3592.9375,11.0852,249.9588,0.012658,0
89.8091,3592.9375,11.0852,249.9588,0.012658,0
89.8115,3592.9375,11.0852,249.9588,0.012658,0
89.8163,3593.4495,11.0852,249.9605,0.045436,0
89.8246,3593.9615,11.0852,249.9603,0.073405,0
89.8273,3593.9615,11.0852,249.9603,0.073405,0
89.8273,3593.9615,11.0852,249.9603,0.073405,0
89.833,3594.4735,11.0852,249.9588,0.096225,0
89.8387,3594.4735,11.0852,249.9588,0.096225,0
89.8401,3594.4735,11.0852,249.9588,0.096225,0
89.8401,3594.4735,11.0852,249.9588,0.096225,0
89.8413,3594.9856,11.0852,249.9562,0.11397,0
89.8419,3594.9856,11.0852,249.9562,0.11397,0
89.8419,3594.9856,11.0852,249.9562,0.11397,0
89.8431,3594.9856,11.0852,249.9562,0.11397,0
89.8444,3594.9856,11.0852,249.9562,0.11397,0
89.8468,3594.9856,11.0852,249.9562,0.11397,0
89.8496,3595.4976,11.0852,249.9547,0.12671,0
89.858,3596.0096,11.0852,249.9537,0.13452,0
89.8663,3596.5216,11.0851,249.953,0.13748,0
89.8746,3597.0336,11.0851,249.9528,0.13564,0
89.883,3597.5457,11.0851,249.9529,0.12908,0
89.8913,3598.0577,11.0851,249.9535,0.11787,0
89.8996,3598.5697,11.0851,249.9544,0.10207,0
89.8999,3598.5697,11.0851,249.9544,0.10207,0
89.8999,3598.5697,11.0851,249.9544,0.10207,0
89.908,3599.0818,11.0851,249.9558,0.081756,0
89.9163,3599.5938,11.0851,249.9575,0.056979,0
89.9246,3600.1059,11.0851,249.9573,0.027807,0
89.9283,3600.1059,11.0851,249.9573,0.027807,0
89.9283,3600.1059,11.0851,249.9573,0.027807,0
89.933,3600.6179,11.0851,249.9558,-0.0056982,0
89.9376,3600.6179,11.0851,249.9558,-0.0056982,0
89.9413,3601.13,11.0851,249.9532,-0.039785,0
89.942,3601.13,11.0851,249.9532,-0.039785,0
89.942,3601.13,11.0851,249.9532,-0.039785,0
89.9496,3601.642,11.0851,249.9517,-0.070624,0
89.9506,3601.642,11.0851,249.9517,-0.070624,0
89.9506,3601.642,11.0851,249.9517,-0.070624,0
89.958,3602.1541,11.085,249.9507,-0.096273,0
89.9631,3602.1541,11.085,249.9507,-0.096273,0
89.9631,3602.1541,11.085,249.9507,-0.096273,0
89.9663,3602.6662,11.085,249.95,-0.11681,0
89.9695,3602.6662,11.085,249.95,-0.11681,0
89.9746,3603.1782,11.085,249.9497,-0.1323,0
89.983,3603.6903,11.085,249.9498,-0.14282,0
89.9913,3604.2023,11.085,249.9504,-0.14845,0
89.9996,3604.7144,11.085,249.9513,-0.14925,0
90.008,3605.2265,11.0849,249.9526,-0.14529,0
90.0163,3605.7385,11.0849,249.9544,-0.13664,0
90.0246,3606.2506,11.0849,249.9541,-0.12336,0
90.033,3606.7627,11.0849,249.9526,-0.10553,0
90.0392,3606.7627,11.0849,249.9526,-0.10553,0
90.0392,3606.7627,11.0849,249.9526,-0.10553,0
90.0413,3607.2748,11.0849,249.95,-0.083211,0
90.0422,3607.2748,11.0849,249.95,-0.083211,0
90.0422,3607.2748,11.0849,249.95,-0.083211,0
90.043,3607.2748,11.0849,249.95,-0.083211,0
90.043,3607.2748,11.0849,249.95,-0.083211,0
90.0438,3607.2748,11.0849,249.95,-0.083211,0
90.0446,3607.2748,11.0849,249.95,-0.083211,0
90.0462,3607.2748,11.0849,249.95,-0.083211,0
90.0496,3607.7869,11.0849,249.9486,-0.056459,0
90.0563,3607.7869,11.0849,249.9486,-0.056459,0
90.058,3608.299,11.0849,249.9475,-0.02534,0
90.0654,3608.299,11.0849,249.9475,-0.02534,0
90.0654,3608.299,11.0849,249.9475,-0.02534,0
90.0663,3608.8111,11.0849,249.9468,0.0084941,0
90.0672,3608.8111,11.0849,249.9468,0.0084941,0
90.069,3608.8111,11.0849,249.9468,0.0084941,0
90.0725,3608.8111,11.0849,249.9468,0.0084941,0
90.0746,3609.3231,11.0849,249.9465,0.041203,0
90.083,3609.8352,11.0848,249.9466,0.068981,0
90.0857,3609.8352,11.0848,249.9466,0.068981,0
90.0857,3609.8352,11.0848,249.9466,0.068981,0
90.0913,3610.3473,11.0848,249.9472,0.091613,0
90.0969,3610.3473,11.0848,249.9472,0.091613,0
90.0985,3610.3473,11.0848,249.9472,0.091613,0
90.0985,3610.3473,11.0848,249.9472,0.091613,0
90.0996,3610.8594,11.0848,249.9481,0.10917,0
90.1007,3610.8594,11.0848,249.9481,0.10917,0
90.1029,3610.8594,11.0848,249.9481,0.10917,0
90.1073,3610.8594,11.0848,249.9481,0.10917,0
90.108,3611.3715,11.0848,249.9494,0.12173,0
90.1112,3611.3715,11.0848,249.9494,0.12173,0
90.1163,3611.8836,11.0848,249.9511,0.12937,0
90.1246,3612.3958,11.0848,249.9508,0.13215,0
90.133,3612.9079,11.0848,249.9493,0.13014,0
90.1413,3613.42,11.0848,249.9467,0.12341,0
90.1424,3613.42,11.0848,249.9467,0.12341,0
90.1424,3613.42,11.0848,249.9467,0.12341,0
90.1496,3613.9321,11.0847,249.9452,0.11203,0
90.1498,3613.9321,11.0847,249.9452,0.11203,0
90.1498,3613.9321,11.0847,249.9452,0.11203,0
90.157,3613.9321,11.0847,249.9452,0.11203,0
90.158,3614.4442,11.0847,249.9441,0.096075,0
90.1585,3614.4442,11.0847,249.9441,0.096075,0
90.1585,3614.4442,11.0847,249.9441,0.096075,0
90.159,3614.4442,11.0847,249.9441,0.096075,0
90.159,3614.4442,11.0847,249.9441,0.096075,0
90.1595,3614.4442,11.0847,249.9441,0.096075,0
90.16,3614.4442,11.0847,249.9441,0.096075,0
90.161,3614.4442,11.0847,249.9441,0.096075,0
90.1631,3614.4442,11.0847,249.9441,0.096075,0
90.1663,3614.9563,11.0847,249.9434,0.075595,0
90.1736,3614.9563,11.0847,249.9434,0.075595,0
90.1746,3615.4685,11.0847,249.9432,0.050661,0
90.1799,3615.4685,11.0847,249.9432,0.050661,0
90.183,3615.9806,11.0847,249.9433,0.021334,0
90.187,3615.9806,11.0847,249.9433,0.021334,0
90.187,3615.9806,11.0847,249.9433,0.021334,0
90.1913,3616.4927,11.0847,249.9438,-0.012222,0
90.1956,3616.4927,11.0847,249.9438,-0.012222,0
90.1996,3617.0048,11.0846,249.9447,-0.04618,0
90.208,3617.517,11.0846,249.946,-0.076717,0
90.2091,3617.517,11.0846,249.946,-0.076717,0
90.2091,3617.517,11.0846,249.946,-0.076717,0
90.2163,3618.0291,11.0846,249.9477,-0.10207,0
90.2217,3618.0291,11.0846,249.9477,-0.10207,0
90.2217,3618.0291,11.0846,249.9477,-0.10207,0
90.2246,3618.5412,11.0846,249.9474,-0.12231,0
90.2276,3618.5412,11.0846,249.9474,-0.12231,0
90.233,3619.0534,11.0846,249.9459,-0.13751,0
90.2413,3619.5655,11.0846,249.9432,-0.14775,0
90.2427,3619.5655,11.0846,249.9432,-0.14775,0
90.2427,3619.5655,11.0846,249.9432,-0.14775,0
90.2496,3620.0777,11.0846,249.9417,-0.1531,0
90.25,3620.0777,11.0846,249.9417,-0.1531,0
90.25,3620.0777,11.0846,249.9417,-0.1531,0
90.257,3620.0777,11.0846,249.9417,-0.1531,0
90.258,3620.5898,11.0845,249.9406,-0.15362,0
90.2627,3620.5898,11.0845,249.9406,-0.15362,0
90.2663,3621.102,11.0845,249.9399,-0.14939,0
90.2746,3621.6141,11.0845,249.9396,-0.14048,0
90.283,3622.1263,11.0845,249.9397,-0.12695,0
90.2913,3622.6384,11.0845,249.9402,-0.10886,0
90.2982,3622.6384,11.0845,249.9402,-0.10886,0
90.2982,3622.6384,11.0845,249.9402,-0.10886,0
90.2996,3623.1506,11.0844,249.9411,-0.086286,0
90.3011,3623.1506,11.0844,249.9411,-0.086286,0
90.3018,3623.1506,11.0844,249.9411,-0.086286,0
90.3018,3623.1506,11.0844,249.9411,-0.086286,0
90.3048,3623.1506,11.0844,249.9411,-0.086286,0
90.308,3623.6627,11.0844,249.9425,-0.059286,0
90.3141,3623.6627,11.0844,249.9425,-0.059286,0
90.3163,3624.1749,11.0844,249.9442,-0.027923,0
90.3242,3624.1749,11.0844,249.9442,-0.027923,0
90.3242,3624.1749,11.0844,249.9442,-0.027923,0
90.3246,3624.6871,11.0844,249.9438,0.0059785,0
90.3251,3624.6871,11.0844,249.9438,0.0059785,0
90.326,3624.6871,11.0844,249.9438,0.0059785,0
90.3278,3624.6871,11.0844,249.9438,0.0059785,0
90.3315,3624.6871,11.0844,249.9438,0.0059785,0
90.333,3625.1992,11.0844,249.9423,0.03858,0
90.3403,3625.1992,11.0844,249.9423,0.03858,0
90.3413,3625.7114,11.0844,249.9397,0.06608,0
90.3429,3625.7114,11.0844,249.9397,0.06608,0
90.3429,3625.7114,11.0844,249.9397,0.06608,0
90.3442,3625.7114,11.0844,249.9397,0.06608,0
90.3442,3625.7114,11.0844,249.9397,0.06608,0
90.3456,3625.7114,11.0844,249.9397,0.06608,0
90.347,3625.7114,11.0844,249.9397,0.06608,0
90.3496,3626.2236,11.0844,249.9381,0.088439,0
90.3503,3626.2236,11.0844,249.9381,0.088439,0
90.3503,3626.2236,11.0844,249.9381,0.088439,0
90.3557,3626.2236,11.0844,249.9381,0.088439,0
90.3571,3626.2236,11.0844,249.9381,0.088439,0
90.3571,3626.2236,11.0844,249.9381,0.088439,0
90.358,3626.7358,11.0844,249.937,0.10573,0
90.3588,3626.7358,11.0844,249.937,0.10573,0
90.3606,3626.7358,11.0844,249.937,0.10573,0
90.3641,3626.7358,11.0844,249.937,0.10573,0
90.3663,3627.2479,11.0843,249.9363,0.11803,0
90.3746,3627.7601,11.0843,249.936,0.1254,0
90.383,3628.2723,11.0843,249.9361,0.12793,0
90.3913,3628.7845,11.0843,249.9366,0.12567,0
90.3996,3629.2966,11.0842,249.9374,0.11869,0
90.408,3629.8088,11.0842,249.9387,0.10708,0
90.4163,3630.321,11.0842,249.9404,0.090878,0
90.4181,3630.321,11.0842,249.9404,0.090878,0
90.4181,3630.321,11.0842,249.9404,0.090878,0
90.4183,3630.321,11.0842,249.9404,0.090878,0
90.4183,3630.321,11.0842,249.9404,0.090878,0
90.4185,3630.321,11.0842,249.9404,0.090878,0
90.4187,3630.321,11.0842,249.9404,0.090878,0
90.4192,3630.321,11.0842,249.9404,0.090878,0
90.42,3630.321,11.0842,249.9404,0.090878,0
90.4217,3630.321,11.0842,249.9404,0.090878,0
90.4246,3630.8332,11.0842,249.9406,0.070165,0
90.431,3630.8332,11.0842,249.9406,0.070165,0
90.433,3631.3454,11.0842,249.9394,0.045001,0
90.4413,3631.8576,11.0842,249.937,0.015447,0
90.4459,3631.8576,11.0842,249.937,0.015447,0
90.4459,3631.8576,11.0842,249.937,0.015447,0
90.4496,3632.3698,11.0842,249.9358,-0.018105,0
90.4534,3632.3698,11.0842,249.9358,-0.018105,0
90.458,3632.882,11.0841,249.935,-0.051827,0
90.4663,3633.3942,11.0841,249.9346,-0.081897,0
90.4677,3633.3942,11.0841,249.9346,-0.081897,0
90.4677,3633.3942,11.0841,249.9346,-0.081897,0
90.4746,3633.9064,11.0841,249.9346,-0.10679,0
90.4803,3633.9064,11.0841,249.9346,-0.10679,0
90.4803,3633.9064,11.0841,249.9346,-0.10679,0
90.483,3634.4186,11.0841,249.935,-0.12658,0
90.4856,3634.4186,11.0841,249.935,-0.12658,0
90.4913,3634.9309,11.0841,249.9358,-0.14134,0
90.4996,3635.4431,11.084,249.937,-0.15114,0
90.508,3635.9553,11.084,249.9386,-0.15606,0
90.5163,3636.4675,11.084,249.9406,-0.15616,0
90.5246,3636.9798,11.084,249.9405,-0.15151,0
90.533,3637.492,11.084,249.9393,-0.14219,0
90.5413,3638.0042,11.084,249.937,-0.12825,0
90.5496,3638.5165,11.0839,249.9357,-0.10976,0
90.5576,3638.5165,11.0839,249.9357,-0.10976,0
90.5576,3638.5165,11.0839,249.9357,-0.10976,0
90.558,3639.0287,11.0839,249.9349,-0.086794,0
90.5583,3639.0287,11.0839,249.9349,-0.086794,0
90.5589,3639.0287,11.0839,249.9349,-0.086794,0
90.5602,3639.0287,11.0839,249.9349,-0.086794,0
90.561,3639.0287,11.0839,249.9349,-0.086794,0
90.561,3639.0287,11.0839,249.9349,-0.086794,0
90.5636,3639.0287,11.0839,249.9349,-0.086794,0
90.5663,3639.541,11.0839,249.9345,-0.059407,0
90.5667,3639.541,11.0839,249.9345,-0.059407,0
90.5667,3639.541,11.0839,249.9345,-0.059407,0
90.572,3639.541,11.0839,249.9345,-0.059407,0
90.5746,3640.0532,11.0839,249.9345,-0.027663,0
90.583,3640.5654,11.0838,249.9349,0.0063127,0
90.5913,3641.0777,11.0838,249.9357,0.038684,0
90.5996,3641.5899,11.0838,249.9369,0.065847,0
90.6029,3641.5899,11.0838,249.9369,0.065847,0
90.6029,3641.5899,11.0838,249.9369,0.065847,0
90.608,3642.1022,11.0838,249.9384,0.087873,0
90.6131,3642.1022,11.0838,249.9384,0.087873,0
90.6158,3642.1022,11.0838,249.9384,0.087873,0
90.6158,3642.1022,11.0838,249.9384,0.087873,0
90.6163,3642.6145,11.0838,249.9404,0.10484,0
90.6168,3642.6145,11.0838,249.9404,0.10484,0
90.6177,3642.6145,11.0838,249.9404,0.10484,0
90.6197,3642.6145,11.0838,249.9404,0.10484,0
90.6235,3642.6145,11.0838,249.9404,0.10484,0
90.6246,3643.1268,11.0837,249.9404,0.11681,0
90.6303,3643.1268,11.0837,249.9404,0.11681,0
90.633,3643.639,11.0837,249.9391,0.12387,0
90.6413,3644.1513,11.0837,249.9367,0.12608,0
90.6415,3644.1513,11.0837,249.9367,0.12608,0
90.6415,3644.1513,11.0837,249.9367,0.12608,0
90.6496,3644.6636,11.0837,249.9355,0.12351,0
90.658,3645.1758,11.0837,249.9347,0.11624,0
90.6663,3645.6881,11.0836,249.9343,0.10432,0
90.6746,3646.2004,11.0836,249.9342,0.08783,0
90.6777,3646.2004,11.0836,249.9342,0.08783,0
90.6777,3646.2004,11.0836,249.9342,0.08783,0
90.683,3646.7127,11.0836,249.9346,0.066828,0
90.6882,3646.7127,11.0836,249.9346,0.066828,0
90.6913,3647.225,11.0835,249.9354,0.041378,0
90.6996,3647.7372,11.0835,249.9366,0.011545,0
90.7048,3647.7372,11.0835,249.9366,0.011545,0
90.7048,3647.7372,11.0835,249.9366,0.011545,0
90.708,3648.2495,11.0835,249.9382,-0.022014,0
90.7111,3648.2495,11.0835,249.9382,-0.022014,0
90.7163,3648.7618,11.0835,249.9401,-0.055472,0
90.7246,3649.2742,11.0835,249.9401,-0.085011,0
90.7264,3649.2742,11.0835,249.9401,-0.085011,0
90.7264,3649.2742,11.0835,249.9401,-0.085011,0
90.733,3649.7865,11.0835,249.9388,-0.10938,0
90.739,3649.7865,11.0835,249.9388,-0.10938,0
90.739,3649.7865,11.0835,249.9388,-0.10938,0
90.7413,3650.2988,11.0834,249.9364,-0.12865,0
90.7416,3650.2988,11.0834,249.9364,-0.12865,0
90.7416,3650.2988,11.0834,249.9364,-0.12865,0
90.7439,3650.2988,11.0834,249.9364,-0.12865,0
90.7463,3650.2988,11.0834,249.9364,-0.12865,0
90.7496,3650.8111,11.0834,249.9352,-0.14291,0
90.758,3651.3234,11.0834,249.9343,-0.15221,0
90.7663,3651.8357,11.0833,249.9339,-0.15663,0
90.7746,3652.348,11.0833,249.9338,-0.15625,0
90.783,3652.8603,11.0833,249.9342,-0.15112,0
90.7913,3653.3726,11.0832,249.935,-0.14132,0
90.7996,3653.885,11.0832,249.9361,-0.12692,0
90.808,3654.3973,11.0832,249.9377,-0.10798,0
90.8163,3654.9096,11.0832,249.9397,-0.084563,0
90.8204,3654.9096,11.0832,249.9397,-0.084563,0
90.8204,3654.9096,11.0832,249.9397,-0.084563,0
90.8246,3655.422,11.0832,249.9396,-0.056732,0
90.8257,3655.422,11.0832,249.9396,-0.056732,0
90.8257,3655.422,11.0832,249.9396,-0.056732,0
90.8299,3655.422,11.0832,249.9396,-0.056732,0
90.833,3655.9343,11.0831,249.9384,-0.024551,0
90.8403,3655.9343,11.0831,249.9384,-0.024551,0
90.8413,3656.4467,11.0831,249.936,0.0094913,0
90.8417,3656.4467,11.0831,249.936,0.0094913,0
90.8417,3656.4467,11.0831,249.936,0.0094913,0
90.8469,3656.4467,11.0831,249.936,0.0094913,0
90.8496,3656.959,11.0831,249.9347,0.04156,0
90.858,3657.4713,11.0831,249.9339,0.068425,0
90.8616,3657.4713,11.0831,249.9339,0.068425,0
90.8616,3657.4713,11.0831,249.9339,0.068425,0
90.8663,3657.9837,11.083,249.9334,0.090158,0
90.871,3657.9837,11.083,249.9334,0.090158,0
90.8746,3658.496,11.083,249.9333,0.10683,0
90.883,3659.0084,11.083,249.9337,0.11853,0
90.8913,3659.5207,11.0829,249.9344,0.1253,0
90.8996,3660.0331,11.0829,249.9356,0.12724,0
90.908,3660.5454,11.0829,249.9371,0.1244,0
90.9163,3661.0578,11.0828,249.9391,0.11686,0
90.9246,3661.5702,11.0828,249.939,0.10468,0
90.933,3662.0826,11.0828,249.9377,0.087935,0
90.937,3662.0826,11.0828,249.9377,0.087935,0
90.937,3662.0826,11.0828,249.9377,0.087935,0
90.9413,3662.5949,11.0828,249.9353,0.066679,0
90.9418,3662.5949,11.0828,249.9353,0.066679,0
90.9418,3662.5949,11.0828,249.9353,0.066679,0
90.9462,3662.5949,11.0828,249.9353,0.066679,0
90.9496,3663.1073,11.0827,249.9341,0.040979,0
90.958,3663.6197,11.0827,249.9332,0.010899,0
90.9636,3663.6197,11.0827,249.9332,0.010899,0
90.9636,3663.6197,11.0827,249.9332,0.010899,0
90.9663,3664.1321,11.0827,249.9327,-0.022677,0
90.969,3664.1321,11.0827,249.9327,-0.022677,0
90.9746,3664.6444,11.0826,249.9327,-0.055921,0
90.983,3665.1568,11.0826,249.933,-0.085019,0
90.9849,3665.1568,11.0826,249.933,-0.085019,0
90.9849,3665.1568,11.0826,249.933,-0.085019,0
90.9913,3665.6692,11.0826,249.9337,-0.10895,0
90.9976,3665.6692,11.0826,249.9337,-0.10895,0
90.9976,3665.6692,11.0826,249.9337,-0.10895,0
90.9996,3666.1816,11.0825,249.9349,-0.1278,0
91.0017,3666.1816,11.0825,249.9349,-0.1278,0
91.0058,3666.1816,11.0825,249.9349,-0.1278,0
91.008,3666.694,11.0825,249.9364,-0.14163,0
91.0163,3667.2064,11.0825,249.9383,-0.15052,0
91.0246,3667.7188,11.0825,249.9382,-0.15454,0
91.033,3668.2312,11.0824,249.937,-0.15375,0
91.0413,3668.7436,11.0824,249.9345,-0.14823,0
91.042,3668.7436,11.0824,249.9345,-0.14823,0
91.042,3668.7436,11.0824,249.9345,-0.14823,0
91.0496,3669.256,11.0824,249.9333,-0.13804,0
91.058,3669.7684,11.0823,249.9324,-0.12325,0
91.0663,3670.2808,11.0823,249.9319,-0.10393,0
91.0746,3670.7932,11.0823,249.9319,-0.080143,0
91.0797,3670.7932,11.0823,249.9319,-0.080143,0
91.0797,3670.7932,11.0823,249.9319,-0.080143,0
91.083,3671.3056,11.0822,249.9322,-0.051945,0
91.0846,3671.3056,11.0822,249.9322,-0.051945,0
91.0846,3671.3056,11.0822,249.9322,-0.051945,0
91.0879,3671.3056,11.0822,249.9322,-0.051945,0
91.0913,3671.818,11.0822,249.9329,-0.019402,0
91.098,3671.818,11.0822,249.9329,-0.019402,0
91.0996,3672.3305,11.0822,249.934,0.014673,0
91.108,3672.8429,11.0821,249.9356,0.046452,0
91.108,3672.8429,11.0821,249.9356,0.046452,0
91.108,3672.8429,11.0821,249.9356,0.046452,0
91.1163,3673.3553,11.0821,249.9375,0.073031,0
91.1203,3673.3553,11.0821,249.9375,0.073031,0
91.1203,3673.3553,11.0821,249.9375,0.073031,0
91.1246,3673.8678,11.0821,249.9374,0.094483,0
91.129,3673.8678,11.0821,249.9374,0.094483,0
91.133,3674.3802,11.0821,249.9361,0.11088,0
91.1413,3674.8926,11.082,249.9336,0.1223,0
91.1422,3674.8926,11.082,249.9336,0.1223,0
91.1422,3674.8926,11.082,249.9336,0.1223,0
91.1496,3675.4051,11.082,249.9323,0.12881,0
91.157,3675.4051,11.082,249.9323,0.12881,0
91.158,3675.9175,11.082,249.9315,0.13048,0
91.1627,3675.9175,11.082,249.9315,0.13048,0
91.1663,3676.4299,11.0819,249.931,0.12739,0
91.1746,3676.9424,11.0819,249.9309,0.11959,0
91.183,3677.4548,11.0818,249.9312,0.10716,0
91.1913,3677.9672,11.0818,249.9319,0.090165,0
91.196,3677.9672,11.0818,249.9319,0.090165,0
91.196,3677.9672,11.0818,249.9319,0.090165,0
91.1996,3678.4797,11.0818,249.933,0.068665,0
91.1998,3678.4797,11.0818,249.933,0.068665,0
91.1998,3678.4797,11.0818,249.933,0.068665,0
91.2035,3678.4797,11.0818,249.933,0.068665,0
91.2071,3678.4797,11.0818,249.933,0.068665,0
91.208,3678.9921,11.0817,249.9346,0.042726,0
91.2122,3678.9921,11.0817,249.9346,0.042726,0
91.2163,3679.5046,11.0817,249.9365,0.01241,0
91.2224,3679.5046,11.0817,249.9365,0.01241,0
91.2224,3679.5046,11.0817,249.9365,0.01241,0
91.2246,3680.0171,11.0817,249.9364,-0.021203,0
91.2269,3680.0171,11.0817,249.9364,-0.021203,0
91.2313,3680.0171,11.0817,249.9364,-0.021203,0
91.233,3680.5295,11.0817,249.9351,-0.054284,0
91.2413,3681.042,11.0816,249.9326,-0.083023,0
91.2424,3681.042,11.0816,249.9326,-0.083023,0
91.2424,3681.042,11.0816,249.9326,-0.083023,0
91.2435,3681.042,11.0816,249.9326,-0.083023,0
91.2435,3681.042,11.0816,249.9326,-0.083023,0
91.2446,3681.042,11.0816,249.9326,-0.083023,0
91.2456,3681.042,11.0816,249.9326,-0.083023,0
91.2478,3681.042,11.0816,249.9326,-0.083023,0
91.2496,3681.5545,11.0816,249.9313,-0.10661,0
91.2497,3681.5545,11.0816,249.9313,-0.10661,0
91.2497,3681.5545,11.0816,249.9313,-0.10661,0
91.2558,3681.5545,11.0816,249.9313,-0.10661,0
91.2562,3681.5545,11.0816,249.9313,-0.10661,0
91.2562,3681.5545,11.0816,249.9313,-0.10661,0
91.258,3682.0669,11.0816,249.9304,-0.1251,0
91.2598,3682.0669,11.0816,249.9304,-0.1251,0
91.2634,3682.0669,11.0816,249.9304,-0.1251,0
91.2663,3682.5794,11.0815,249.9299,-0.13859,0
91.2746,3683.0918,11.0815,249.9298,-0.14714,0
91.283,3683.6043,11.0814,249.9301,-0.15083,0
91.2913,3684.1168,11.0814,249.9308,-0.14971,0
91.2996,3684.6292,11.0813,249.9319,-0.14387,0
91.308,3685.1417,11.0813,249.9334,-0.13337,0
91.3163,3685.6542,11.0813,249.9353,-0.11827,0
91.3246,3686.1667,11.0813,249.9352,-0.098642,0
